Sakhva_Search_Flagships,,,,,,,,,,Kakheti_Wine,,,кахетия частный тур,Exact,https://sakhva-travel.com/tour/kakheti/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Kakheti_Wine,,,сигнаги экскурсия,Phrase,https://sakhva-travel.com/tour/kakheti/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Kakheti_Wine,,,туры в кахетию из тбилиси,Phrase,https://sakhva-travel.com/tour/kakheti/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Kakheti_Wine,,,,,,https://sakhva-travel.com/tour/kakheti/,Винный тур Кахетия — $74,3 винодельни за 1 день,Дегустация квеври-вина,Сигнахи город любви,Гид Тимур на русском,Группа до 6 человек,Бесплатная отмена 24ч,Ответ в WhatsApp 15 мин,Рейтинг 4.9 Google,Без комиссий агрегатора,Обед в семейном марани,Трансфер из вашего отеля,10+ сортов на дегустации,Бодбе + Сигнахи + Телави,Забронируйте в WhatsApp,"Кахетия $74 за группу. 3 винодельни, дегустация 10+ сортов, Сигнахи. WhatsApp.",Частный тур с гидом Тимуром. Не автобус. Ваш темп. Рейтинг 4.9. Отмена бесплатно.,Квеври-вино + домашний обед + монастырь Бодбе. Трансфер из отеля включён.,Дешевле Tripster. Без комиссий. Напишите Тимуру — ответ за 15 минут.,Responsive search ad
Sakhva_Search_Flagships,,,,,,,,,,Kakheti_Wine,,,,,,https://sakhva-travel.com/tour/kakheti/,Кахетия из Тбилиси $74,Винная экскурсия с гидом,Сигнахи + Бодбе + марани,€40 с человека,Гид Тимур 4.9 рейтинг,Дегустация в 3 марани,Бесплатная отмена,Группа до 6 чел,Обед из печи включён,Напишите в WhatsApp,Без посредников,Трансфер из отеля,Квеври-вино 10+ сортов,Ответ за 15 минут,Забронируйте сейчас,Винный тур Кахетия от $74. Сигнахи + 3 винодельни + обед. Гид на русском.,Частный тур без агрегатора. Тимур — ваш гид. Рейтинг 4.9. WhatsApp.,Весь день в Кахетии: дегустация квеври-вина + монастыри + город любви.,Трансфер из отеля. Минивэн. Бесплатная отмена за 24ч. Ответ 15 мин.,Responsive search ad
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,Standard,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,мцхета экскурсия,Exact,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,мцхета из тбилиси,Phrase,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,мцхета джвари экскурсия,Phrase,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,мцхета с гидом,Phrase,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,мцхета экскурсия из тбилиси,Phrase,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,светицховели экскурсия,Phrase,https://sakhva-travel.com/tour/mtskheta/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Flagships,,,,,,,,,,Mtskheta,,,,,,https://sakhva-travel.com/tour/mtskheta/,Мцхета + Джвари от $15,Древняя столица Грузии,Экскурсия из Тбилиси,Гид Тимур на русском,Светицховели + Джвари,Самая дешёвая экскурсия,$15 с человека,Рейтинг 4.9 Google,Бесплатная отмена,Ответ в WhatsApp 15 мин,3-4 часа из Тбилиси,Группа до 6 человек,Без комиссий посредника,Трансфер из отеля,Забронируйте сейчас,Мцхета от $15/чел. Джвари + Светицховели. Гид Тимур. WhatsApp ответ 15 мин.,Древняя столица Грузии за полдня. Трансфер из отеля. Рейтинг 4.9.,Самая доступная экскурсия из Тбилиси. Без комиссий агрегатора. Отмена бесплатно.,UNESCO наследие. Частный гид на русском. Группа до 6 чел. Минивэн.,Responsive search ad
Sakhva_Search_Guide,Search,4,Maximize clicks,0.50,Google search,Paused,Georgia,Russian,"Monday 06:00-23:00; Tuesday 06:00-23:00; Wednesday 06:00-23:00; Thursday 06:00-23:00; Friday 06:00-23:00; Saturday 06:00-23:00; Sunday 06:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,Standard,0.50,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гид тбилиси,Exact,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гид в тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,частный гид тбилиси,Exact,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,русскоязычный гид тбилиси,Exact,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,русский гид тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гид водитель тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гид с машиной тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,экскурсовод тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гиды тбилиси на русском,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,гид с машиной в тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,экскурсия по тбилиси с гидом,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,найти гида в тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Guide,,,,,,,,,,Guide_Tbilisi,,,,,,https://sakhva-travel.com/chastniy-gid-tbilisi/,Гид в Тбилиси — Тимур,12 туров от $15/чел,Русскоязычный гид,Частный гид с машиной,Рейтинг 4.9 Google,Казбеги Кахетия Мцхета,Бесплатная отмена 24ч,Ответ в WhatsApp 15 мин,Не агрегатор — гид лично,Группа до 6 человек,Минивэн с кондиционером,Трансфер из вашего отеля,Маршрут под ваши даты,500+ довольных туристов,Напишите Тимуру сейчас,"Гид Тимур — 12 маршрутов по Грузии из Тбилиси от $15. Русский язык. WhatsApp.",Не каталог из 600 гидов. Один проверенный. Рейтинг 4.9. Ответ за 15 минут.,"Казбеги $93. Кахетия $74. Мцхета $15. Трансфер из отеля включён. Отмена.",Частный гид на минивэне. Маршрут под вас. Без переплат агрегаторам.,Responsive search ad
Sakhva_Search_General,Search,2,Maximize clicks,0.50,Google search,Paused,Georgia,Russian,"Monday 06:00-23:00; Tuesday 06:00-23:00; Wednesday 06:00-23:00; Thursday 06:00-23:00; Friday 06:00-23:00; Saturday 06:00-23:00; Sunday 06:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,Standard,0.40,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,экскурсии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,туры из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,экскурсии по грузии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,туры по грузии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,экскурсии в тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,туры по грузии,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,экскурсии по грузии,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,однодневные экскурсии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,экскурсии из тбилиси на русском,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,индивидуальные экскурсии тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_General,,,,,,,,,,Tours_General,,,,,,https://sakhva-travel.com/tours/,Экскурсии из Тбилиси,12 маршрутов от $15,Частные туры по Грузии,Гид Тимур на русском,Казбеги Кахетия Мцхета,Рейтинг 4.9 Google,Бесплатная отмена 24ч,Группа до 6 человек,Ответ в WhatsApp 15 мин,Без комиссий агрегатора,Минивэн + трансфер,Маршрут под ваши даты,На 20% дешевле Tripster,500+ довольных туристов,Забронируйте в WhatsApp,Экскурсии из Тбилиси от $15. Казбеги Кахетия Мцхета и ещё 9 маршрутов.,Гид Тимур. Частные туры без агрегаторов. Рейтинг 4.9. Ответ в WhatsApp 15 мин.,Не автобус на 40 чел. Ваша группа до 6 чел. Минивэн. Трансфер из отеля.,Бесплатная отмена за 24ч. Фиксированная цена за группу. Маршрут под вас.,Responsive search ad
Sakhva_Search_Competitors,Search,0,Maximize clicks,0.40,Google search,Paused,Georgia,Russian,"Monday 06:00-23:00; Tuesday 06:00-23:00; Wednesday 06:00-23:00; Thursday 06:00-23:00; Friday 06:00-23:00; Saturday 06:00-23:00; Sunday 06:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,Standard,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,tripster грузия,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,tripster тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,tripster казбеги,Phrase,https://sakhva-travel.com/tour/kazbegi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,tripster кахетия,Phrase,https://sakhva-travel.com/tour/kakheti/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,sputnik8 грузия,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,sputnik8 тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,экскурсии грузия без посредников,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,альтернатива tripster грузия,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,дешевле tripster грузия,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_Search_Competitors,,,,,,,,,,Competitor_Brands,,,,,,https://sakhva-travel.com/chastniy-gid-tbilisi/,Дешевле Tripster на 20%,Гид напрямую без комиссий,Частный гид а не каталог,Тот же гид дешевле,Рейтинг 4.9 Google,Ответ в WhatsApp 15 мин,Бесплатная отмена,Казбеги $93 за группу,Кахетия $74 за группу,Зачем платить агрегатору,12 маршрутов из Тбилиси,Группа до 6 человек,Трансфер из вашего отеля,500+ довольных туристов,Забронируйте напрямую,Зачем переплачивать агрегатору 25%? Тот же гид Тимур напрямую. Рейтинг 4.9.,"Казбеги $93, Кахетия $74, Мцхета $15. На агрегаторах те же туры дороже.",Один гид вместо каталога из 600. Тимур лично ответит в WhatsApp за 15 минут.,Бесплатная отмена за 24ч. Трансфер из отеля. Группа до 6 чел. Минивэн.,Responsive search ad
